index,X,Y,OBJECTID,ID,name,address,city,state,zip,ZIP4,TELEPHONE,type,status,population,county,COUNTYFIPS,COUNTRY,latitude,longitude,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,owner,TTL_STAFF,beds,TRAUMA,helipad
78,-12958283.4834092,3997070.08125609,83,11792270,EISENHOWER MEDICAL CENTER,39000 BOB HOPE DR,RANCHO MIRAGE,CA,92270,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,489,RIVERSIDE,06065,USA,33.7633520680001,-116.406241091,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.emc.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,489,NOT AVAILABLE,Y
82,-13605845.5524105,4507466.69237684,87,19494063,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,149,SAN MATEO,06081,USA,37.488847836,-122.223390131,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,149,NOT AVAILABLE,N
84,-13559045.5442806,4576916.44038156,89,47794509,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,145,CONTRA COSTA,06013,USA,37.9822344500001,-121.802978505,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sutterdelta.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,145,NOT AVAILABLE,Y
85,-13513422.9787688,4664791.96796227,90,19995825,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,287,SACRAMENTO,06067,USA,38.601797751,-121.393144026,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,287,NOT AVAILABLE,N
86,-13474946.0371972,4754385.77815036,91,43195945,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,104,NEVADA,06057,USA,39.228016294,-121.047499779,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.snmh.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,104,NOT AVAILABLE,Y
87,-13139963.7097007,4008345.23780574,92,24690623,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,141,ORANGE,06059,USA,33.8475141810001,-118.038302332,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lapalmaintercommunityhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,141,NOT AVAILABLE,Y
767,-12943689.2917798,4046526.69325892,787,16692252,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,179,SAN BERNARDINO,06071,USA,34.131899548,-116.275139237,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hdmc.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,179,NOT AVAILABLE,Y
770,-13677202.6649224,4668396.09686069,790,15895448,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY STREET,HEALDSBURG,CA,95448,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,43,SONOMA,06097,USA,38.627095508,-122.864401979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.nschd.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,43,NOT AVAILABLE,N
771,-13151770.7603961,4107339.37387393,791,33993551,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93551,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,157,LOS ANGELES,06037,USA,34.5828776330001,-118.144366873,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.palmdaleregional.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,157,NOT AVAILABLE,Y
772,-13117291.651282,4041902.67284797,792,38991773,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BOULEVARD,SAN DIMAS,CA,91773,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,101,LOS ANGELES,06037,USA,34.0975093230001,-117.834635766,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sandimashospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,101,NOT AVAILABLE,N
773,-13147490.7388179,4042354.29454753,793,39191776,SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,273,LOS ANGELES,06037,USA,34.100868785,-118.105918785,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sgvmc.org,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,273,NOT AVAILABLE,N
777,-13334802.8079484,4419628.03448353,797,13993720,FRESNO HEART AND SURGICAL HOSPITAL,15 E. AUDUBON DRIVE,FRESNO,CA,93720,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,57,FRESNO,06019,USA,36.8601259070001,-119.788571731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.fresnoheartandsurgical.org,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,57,NOT AVAILABLE,N
781,-13116376.3145238,4000453.37162678,801,5992669,CHAPMAN GLOBAL MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,CA,92869,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,114,ORANGE,06059,USA,33.788614943,-117.826413156,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://chapmanglobalmedicalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,114,NOT AVAILABLE,N
818,-13030732.8245821,3865686.95078808,840,1392120,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,226,SAN DIEGO,06073,USA,32.7765863870001,-117.057064596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.alvaradohospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,226,NOT AVAILABLE,N
821,-13033546.1028872,3853612.27665965,843,34392050,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,91950,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,227,SAN DIEGO,06073,USA,32.6853405530001,-117.082336705,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.paradisevalleyhospital.org,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,227,NOT AVAILABLE,N
826,-13631948.5310802,4546010.37118587,848,50694122,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,580,SAN FRANCISCO,06075,USA,37.7630768510001,-122.457877178,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,https://www.ucsfhealth.org/,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,580,NOT AVAILABLE,N
828,-13146700.686024,4017084.86052917,850,7490650,COAST PLAZA HOSPITAL,13100 SOUTH STUDEBAKER ROAD,NORWALK,CA,90650,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,117,LOS ANGELES,06037,USA,33.912693115,-118.09882162,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.coastplaza.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,117,NOT AVAILABLE,N
829,-13160656.6141059,4027390.81960911,851,8290255,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,CA,90255,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,81,LOS ANGELES,06037,USA,33.989489571,-118.224189855,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.chhplax.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,81,NOT AVAILABLE,N
832,-13175833.6342914,4036497.57552957,854,33090036,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIA BLVD,LOS ANGELES,CA,90036,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,204,LOS ANGELES,06037,USA,34.0572922740001,-118.360527347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.olympiamc.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,204,NOT AVAILABLE,N
835,-13512649.2654498,4416021.70753625,857,15695023,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,119,SAN BENITO,06069,USA,36.8342012480001,-121.386193641,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.hazelhawkins.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,119,NOT AVAILABLE,Y
840,-13334089.2332032,4414730.08698859,862,14093710,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,CA,93710,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,27,FRESNO,06019,USA,36.8249140890001,-119.78216158,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.fresnosurgicalhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,27,NOT AVAILABLE,N
844,-13135151.5128291,4005379.55613177,866,52592804,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,CA,92804,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,219,ORANGE,06059,USA,33.8253852140001,-117.995073632,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.westanaheimmedctr.com/,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,219,NOT AVAILABLE,N
845,-13454184.5952739,4545241.48044903,867,32695361,OAK VALLEY HOSPITAL DISTRICT,350 SOUTH OAK STREET,OAKDALE,CA,95361,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,35,STANISLAUS,06099,USA,37.7576162720001,-120.860996573,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.oakvalleycares.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,35,NOT AVAILABLE,Y
892,-13327593.4580526,4086615.72390748,915,74193102,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,SANTA BARBARA,CA,93105,NOT AVAILABLE,(805) 682-7111,GENERAL ACUTE CARE,OPEN,412,SANTA BARBARA,06083,USA,34.429466689,-119.723809039,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/16 00:00:00+00,http://www.cottagehealth.org/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,412,"LEVEL I, LEVEL II PEDIATRIC",Y
1621,-13151733.794978,4040922.25590877,1666,891801,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,144,LOS ANGELES,06037,USA,34.090215872,-118.144034807,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.alhambrahospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,144,NOT AVAILABLE,N
1635,-13630320.6143277,4548715.27834812,1680,20194115,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BOULEVARD,SAN FRANCISCO,CA,94115,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,247,SAN FRANCISCO,06075,USA,37.7822836060001,-122.443253353,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,247,NOT AVAILABLE,N
1637,-13430767.9658657,4201715.36398636,1682,13893401,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,SAN LUIS OBISPO,CA,93401,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,103,SAN LUIS OBISPO,06079,USA,35.2779315060001,-120.650641412,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.frenchmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,103,NOT AVAILABLE,N
1640,-13276450.5313851,4088430.90195819,1685,32993023,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HIGHWAY,OJAI,CA,93023,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,25,VENTURA,06111,USA,34.4429151860001,-119.264384312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.cmhhospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,25,NOT AVAILABLE,N
1643,-13372398.9796902,4109936.40960988,1688,40893463,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,CA,93463,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,11,SANTA BARBARA,06083,USA,34.6020827880001,-120.126303888,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.cottagehealthsystem.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,11,NOT AVAILABLE,N
1647,-13503163.6559421,4574012.94413147,1693,9795203,DAMERON HOSPITAL,525 WEST ACACIA,STOCKTON,CA,95203,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,202,SAN JOAQUIN,06077,USA,37.961673262,-121.300982961,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.dameronhospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,202,NOT AVAILABLE,N
1648,-13428217.3094976,4929633.55690894,1694,3196130,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,38,LASSEN,06035,USA,40.436883277,-120.627728476,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bannerhealth.com/locations/california/banner,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,38,NOT AVAILABLE,Y
1651,-13134107.5074374,4037579.53679924,1697,18491706,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD.,BALDWIN PARK,CA,91706,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,272,LOS ANGELES,06037,USA,34.06534422,-117.985695172,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,272,NOT AVAILABLE,N
1655,-13363310.2232766,4431277.81195633,1701,27293637,MADERA COMMUNITY HOSPITAL,1250 EAST ALMOND AVENUE,MADERA,CA,93637,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,106,MADERA,06039,USA,36.9438121160001,-120.0446582,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.maderahospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,106,NOT AVAILABLE,N
1661,-13557924.8420976,4428954.60312256,1707,52495076,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,106,SANTA CRUZ,06087,USA,36.927130666,-121.792911066,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.watsonvillehospital.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,106,NOT AVAILABLE,N
1663,-13623537.9456949,4522020.38684829,1709,30094010,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,241,SAN MATEO,06081,USA,37.592512749,-122.382323604,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mills-peninsula.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,241,NOT AVAILABLE,Y
1664,-13609351.4721646,4506136.39261633,1710,41794062,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,208,SAN MATEO,06081,USA,37.4793650190001,-122.254884344,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sequoiahospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,208,NOT AVAILABLE,N
1665,-13633769.7616981,4534302.48303306,1711,41894015,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,357,SAN MATEO,06081,USA,37.679885041,-122.474237571,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.setonmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,357,NOT AVAILABLE,N
1667,-13643319.5211775,4593456.70765473,1713,32394945,NOVATO COMMUNITY HOSPITAL,180 ROLAND WAY,NOVATO,CA,94945,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,47,MARIN,06041,USA,38.0992549150001,-122.56002452,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.novatocommunity.sutterhealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,47,NOT AVAILABLE,N
1671,-13587527.8384732,4564088.04813589,1717,20994596,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,CA,94596,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,233,CONTRA COSTA,06013,USA,37.891346362,-122.058839307,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,233,NOT AVAILABLE,N
1672,-13555946.3777083,4572504.81401603,1718,21594531,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,150,CONTRA COSTA,06013,USA,37.950991125,-121.775138218,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,150,NOT AVAILABLE,Y
1673,-13247784.5373235,4217190.99988527,1719,2993301,BAKERSFIELD MEMORIAL HOSPITAL,420 - 34TH STREET,BAKERSFIELD,CA,93301,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,426,KERN,06029,USA,35.3913423340001,-119.006873306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.bakersfieldmemorial.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,426,NOT AVAILABLE,Y
1675,-13520026.9406571,4660272.32167473,1721,28795819,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,CA,95819,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,419,SACRAMENTO,06067,USA,38.5700612750001,-121.452468425,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mercygeneral.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,419,NOT AVAILABLE,N
1679,-13127829.8488028,3978488.44528055,1725,16892663,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1 HOAG DR,NEWPORT BEACH,CA,92663,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,443,ORANGE,06059,USA,33.6244711150001,-117.929302005,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.hoag.org/pages/home.aspx,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,443,NOT AVAILABLE,Y
1700,-13101856.1805234,4039382.1787614,1746,72091763,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO STREET,MONTCLAIR,CA,91763,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,102,SAN BERNARDINO,06071,USA,34.078757766,-117.695976573,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/14 00:00:00+00,http://www.montclair-hospital.org/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,102,NOT AVAILABLE,N
